project,Kr_cm3_per_cm3_value,Kr_cm3_per_cm3_error,Xe_cm3_per_cm3_value,Xe_cm3_per_cm3_error,selectivity,PLD,LCD,density_g_cm3
f5_soc_67_1x1x1,11.43390523,0.245471979,16.02944094,0.21128662,1.401921795,9.07292,14.03753,0.45092
f5_jxj_100_1x1x1,7.378585342,0.127933672,8.109649153,0.014141335,1.099079129,11.00111,13.71759,0.414123
f6_vca_8_1x1x1,8.792586025,0.091179996,11.5122215,0.108652692,1.309310079,5.82832,9.58331,0.647034
f1_ocu_30_1x1x1,7.982473017,0.158893779,9.079006784,0.147663476,1.137367676,6.68006,20.81699,0.498662
f1_czz_92_1x1x1,8.558273485,0.072228305,8.968088226,0.226923874,1.047885212,8.17249,13.39958,0.461498
f1_uom_6_1x1x1,4.592579712,0.080517458,3.728079099,0.142468533,0.811761435,11.70328,14.63945,0.43689
f4_wkj_27_1x1x1,5.476189109,0.07239459,5.600870611,0.224120238,1.022767932,27.77046,28.18016,0.499071
f6_lcy_51_1x1x1,6.32492343,0.07688677,6.014180818,0.207977242,0.950870139,8.06158,9.84842,0.669878
f5_ftw_70_1x1x1,8.51710806,0.145074657,11.28374259,0.094490189,1.32483262,9.10452,18.65562,0.410774
f1_ptr_230_1x1x1,5.314555749,0.077814376,4.510733575,0.093963263,0.848750825,15.44286,20.62844,0.347964
f6_wkl_3_1x1x1,8.353518358,0.088843041,12.00484293,0.092543708,1.437100203,30.69434,30.97982,0.545383
f2_vmd_9_1x1x1,16.97191717,0.300883296,30.38380728,0.531290472,1.790240135,10.0501,12.45824,0.721632
f5_ibd_5_1x1x1,23.13326666,0.07983794,50.64419565,0.224228133,2.189236669,5.57792,6.84262,0.618879
f7_apo_80_1x1x1,3.818709421,0.069144404,2.493800721,0.029573874,0.653048045,14.74279,16.93652,0.265223
f1_ant_32_1x1x1,4.636516502,0.059505622,3.536450854,0.028814499,0.762738761,15.09213,17.3613,0.314585
f6_wki_20_1x1x1,2.898062958,0.032214886,1.648866766,0.017778725,0.568954778,12.25783,16.4427,0.322187
f1_hea_217_1x1x1,18.06369525,0.251526536,27.83046607,0.505761359,1.540685097,7.161,12.93127,0.604655
f7_cor_945_1x1x1,8.672092941,0.067319092,9.815974414,0.054936517,1.131903738,9.82916,18.4796,0.381986
f6_uku_35_1x1x1,3.602099961,0.060427258,3.046273797,0.058795144,0.845693854,15.67866,26.81014,0.225393
f4_vmf_8_1x1x1,3.992561327,0.028408402,2.985665235,0.071845718,0.747806982,15.01171,20.27795,0.281155
f1_vmg_32_1x1x1,8.731804804,0.067934347,10.0232528,0.151707067,1.147901611,8.05096,11.55137,0.709206
f4_uoj_8_1x1x1,2.061940332,0.024599811,1.038091118,0.034431944,0.50345352,20.45262,25.71493,0.164045
f1_bor_106_1x1x1,3.33278855,0.065262107,2.192526893,0.042295758,0.657865586,14.04511,23.54855,0.250964
f7_jus_346_1x1x1,7.482860397,0.130170074,9.425053289,0.101504117,1.259552202,18.56898,20.36441,0.355858
f4_vmh_8_1x1x1,3.919281336,0.040131483,2.86333256,0.029121825,0.730575918,17.19251,20.3095,0.281774
f1_twt_2_1x1x1,1.481494265,0.024763226,0.566202039,0.00935228,0.382183078,20.91935,24.94423,0.14659
f6_vby_31_1x1x1,8.271203964,0.074526229,8.531660865,0.048937529,1.0314896,6.6101,9.81807,0.73736
f6_lcye_36_1x1x1,4.764180452,0.025441622,4.004048785,0.081220782,0.840448599,9.06388,11.11619,0.733782
f1_vba_11_1x1x1,17.95544359,0.17829987,50.18383672,0.262435153,2.794909324,5.30188,6.6676,1.23353
f1_uoc_20_1x1x1,3.490828013,0.049304918,2.328518329,0.033018835,0.667038972,8.94905,10.3918,0.653631
f7_stp_379_1x1x1,2.475353116,0.02145496,1.482230375,0.023742376,0.598795527,38.50375,39.94335,0.134916
f7_ptr_402_1x1x1,4.33664767,0.073607729,3.378871676,0.07813688,0.779143692,15.00316,20.17532,0.394635
f1_ssa_107_1x1x1,6.772153801,0.071222673,7.073926787,0.175300137,1.044560858,17.02669,18.18885,0.476164
f1_zzz_1_1x1x1,9.242045585,0.108352226,12.50004658,0.338573379,1.352519468,11.38353,12.71774,0.575381
f1_uoj_1_1x1x1,11.38780927,0.119458294,15.38035845,0.386287526,1.350598529,6.45467,9.26894,0.762635
f6_wmh_9_1x1x1,6.605294827,0.071198754,6.019018319,0.096248179,0.911241432,12.3304,14.44106,0.540701
f5_sit_82_1x1x1,2.518759536,0.024187605,1.473551352,0.03324623,0.58503058,22.65823,26.24841,0.146404
f1_bcu_29_1x1x1,12.28364105,0.145278481,23.80518164,0.270045231,1.937958097,4.13913,6.7178,1.23985
f6_snh_7_1x1x1,19.34441649,0.628116877,41.22617518,0.930901216,2.131166644,3.19523,8.0812,1.31116
f4_sni_21_1x1x1,3.062272493,0.029714013,1.823941064,0.029325688,0.59561684,21.54846,23.4506,0.252528
f1_myd_381_1x1x1,7.592477859,0.100606079,9.977112643,0.331568934,1.314078596,14.15584,17.51915,0.399225
f7_pyr_80_1x1x1,6.132012606,0.053782824,5.272143208,0.072070016,0.859773707,7.92297,10.85235,0.393615
f1_the_31_1x1x1,7.950367705,0.272546836,13.84016113,0.558621022,1.740820254,15.84278,24.17379,0.453292
f1_czz_116_1x1x1,13.49236605,0.083510762,20.42467492,0.172784973,1.513794901,5.51486,9.25708,0.732511
f5_scu_209_1x1x1,3.445029403,0.046689661,2.377029174,0.02778537,0.689988066,23.84034,26.76239,0.241548
f4_lcye_71_1x1x1,9.86400776,0.141037707,13.42912075,0.086140382,1.361426418,8.69077,12.03499,0.663419
f7_apo_237_1x1x1,2.189373688,0.045541308,1.039232247,0.012121155,0.474671023,16.5458,20.69047,0.182093
f5_pyr_40_1x1x1,2.744044538,0.03105639,1.500838976,0.020163736,0.546944102,14.81921,17.2554,0.1886
f6_sow_22_1x1x1,7.715991743,0.067962036,7.374220353,0.10150832,0.955706097,8.70731,9.59061,0.6728
f7_zzz_157_1x1x1,3.687373271,0.051540473,2.61446264,0.064520991,0.709031185,13.29767,15.85476,0.358198
f6_sxg_80_1x1x1,5.621333444,0.073943026,4.835248634,0.048823349,0.860160437,7.3744,14.83677,0.552857
f5_cor_306_1x1x1,6.382464139,0.038344714,5.976742266,0.045093271,0.936431782,10.41114,16.18948,0.39202
f1_apo_114_1x1x1,16.57637226,0.27780109,27.63999542,0.207875782,1.667433319,8.28103,11.42749,0.560547
f4_vmj_21_1x1x1,2.999997479,0.056269931,1.836810421,0.036082108,0.612270655,16.95719,20.58831,0.252613
f6_acs_63_1x1x1,3.307654373,0.046175694,2.031337146,0.017225311,0.614132227,10.50746,12.63733,0.386757
f6_smw_52_1x1x1,11.20702149,0.097478727,17.15115606,0.254316842,1.530393787,24.67525,26.31568,0.535942
f5_esg_74_1x1x1,4.395193272,0.036144734,3.301053718,0.077491322,0.751059968,12.13671,15.42522,0.257666
f6_unw_9_1x1x1,4.346298433,0.067357242,3.951461439,0.070080693,0.909155572,11.16382,17.40251,0.47724
f7_hea_505_1x1x1,5.036307485,0.117848472,4.138122589,0.088166182,0.82165805,11.79055,23.51698,0.300161
f6_ild_14_1x1x1,22.78022218,0.411783665,71.52568468,0.642497562,3.13981506,4.21061,7.85241,1.13468
f6_snk_76_1x1x1,18.29921398,0.183759182,30.32972489,0.447845624,1.657433206,5.84398,9.73598,0.661711
f6_wiv_36_1x1x1,4.854497638,0.047246565,3.588878655,0.024992618,0.739289402,7.35477,9.59908,0.757988
f4_whr_13_1x1x1,16.52138523,0.114881077,40.46173247,0.465463669,2.449052057,7.55871,9.86793,0.75521
f5_toc_189_1x1x1,17.34746637,0.199052048,30.92836359,0.281173624,1.782874971,7.85423,11.48681,0.613836
f7_ptr_201_1x1x1,5.293258614,0.086792683,6.005558863,0.130672461,1.134567438,15.49529,18.21452,0.351674
f5_hea_127_1x1x1,4.597520542,0.065821972,3.718924869,0.048243679,0.808897934,13.09161,20.44607,0.274832
f7_scu_128_1x1x1,7.279638457,0.096280193,8.551221225,0.12289084,1.174676638,13.47541,15.16674,0.474971
f7_tsx_28_1x1x1,15.9295012,0.182781027,25.34352423,0.276814838,1.590980403,8.38638,11.47867,0.500811
f1_tbo_4_1x1x1,16.3429963,0.266704431,29.26743261,0.421773232,1.790824159,6.08264,13.18646,0.822279
f6_snw_10_1x1x1,11.07939951,0.078356537,15.39319309,0.160491382,1.389352652,8.98875,12.2341,0.52666
f1_ctn_66_1x1x1,3.091408971,0.042460455,1.883207124,0.012695145,0.609174374,12.87185,15.38115,0.306884
f6_wmb_19_1x1x1,6.006460656,0.024461451,6.079279566,0.070374877,1.012123431,13.37534,16.25421,0.421449
f2_ibd_155_1x1x1,21.54623048,0.550061849,60.61259621,1.272149237,2.81314155,3.20553,5.6432,1.10239
f1_wkm_10_1x1x1,7.538373788,0.114146928,11.84124345,0.153433963,1.570795477,22.99955,23.99356,0.709092
f1_pts_73_1x1x1,5.630891355,0.136468178,4.841938966,0.111871125,0.859888544,11.68796,13.77976,0.293037
f2_dmp_17_1x1x1,25.62892266,0.30812852,66.320563,0.636705692,2.587723404,5.47309,6.42186,1.25458
f7_pth_326_1x1x1,5.102987286,0.096316874,4.130857553,0.08196175,0.809497912,10.78681,13.72052,0.347873
f7_hwx_145_1x1x1,4.269751741,0.028733349,3.333052132,0.081277868,0.780619655,16.57157,19.0302,0.273736
f1_sxk_12_1x1x1,13.45136169,0.204711564,19.66976458,0.326410166,1.462287984,6.01236,11.33562,0.860701
f1_ant_104_1x1x1,4.463949174,0.046721028,3.081038644,0.042171003,0.690204687,10.86238,12.33038,0.444972
f6_snx_12_1x1x1,3.454520848,0.073580044,2.173386543,0.023300466,0.629142691,10.29443,13.78002,0.571147
f6_wkg_6_1x1x1,13.89919559,0.135530516,22.21843274,0.236672092,1.598540908,8.01625,11.80042,0.639024
f6_whi_79_1x1x1,11.28337582,0.070704816,14.3754906,0.218751215,1.274041637,10.65737,13.07853,0.783274
f1_wgv_1_1x1x1,16.59045917,0.141489582,30.73061422,0.277654219,1.852306432,7.27909,8.43932,0.777757
f4_wkj_84_1x1x1,4.408220936,0.074559128,6.127821914,0.189934201,1.390089563,35.68982,37.23486,0.265971
f7_pth_27_1x1x1,4.902544169,0.080672734,3.825166266,0.056942335,0.780241061,9.57945,12.01111,0.33419
f1_vmi_13_1x1x1,8.315568058,0.139550542,9.890918644,0.215645036,1.189445937,14.16787,16.40716,0.442331
f6_snp_38_1x1x1,5.561339889,0.068360569,6.191326979,0.089055872,1.113279731,18.43565,22.3634,0.30874
f5_wbl_467_1x1x1,6.800191591,0.090823969,7.025440011,0.131185141,1.033123834,11.43292,14.16476,0.440467
f6_wht_65_1x1x1,7.606346969,0.051941929,8.438937504,0.140518137,1.109459973,6.75663,8.91729,0.728503
f5_jxj_4_1x1x1,5.872052449,0.064728327,5.94576349,0.054394135,1.012552858,13.21802,17.91596,0.304635
f6_wia_30_1x1x1,22.65279145,0.11826636,51.92197652,0.145648906,2.292078512,5.38132,8.53543,0.84031
f4_wmd_27_1x1x1,18.6787848,0.27635979,37.296138,0.557052822,1.996711157,7.56166,8.74197,0.948525
f7_apo_276_1x1x1,4.305175092,0.076616589,2.989808242,0.047736489,0.694468443,11.48424,12.48478,0.445249
f6_sni_8_1x1x1,8.10649628,0.109601665,11.64299416,0.085901496,1.436254796,13.33353,15.0207,0.555286
f7_ftw_123_1x1x1,23.59157658,0.141977418,45.98836944,0.699207632,1.949355495,4.74544,11.4418,0.794156
f2_iac_402_1x1x1,13.68476528,0.336457486,19.9454008,0.539982357,1.457489434,6.79002,9.14393,0.594201
f6_ukf_44_1x1x1,1.675887258,0.022023624,0.718509218,0.0136953,0.428733624,16.66722,24.90725,0.18574
f6_uoc_34_1x1x1,4.638678003,0.032040169,4.990014236,0.08027307,1.075740595,14.80146,16.73504,0.308197
f7_the_100_1x1x1,3.673295081,0.046538846,2.83704732,0.047849335,0.772343974,23.35579,33.10432,0.248458
f1_vmj_8_1x1x1,9.774269638,0.195376944,12.48823,0.181823136,1.27766375,8.88593,11.97673,0.642829
f7_rtl_141_1x1x1,2.055224785,0.023135321,0.963288666,0.005954115,0.46870234,18.75366,20.38981,0.184484
f6_ske_39_1x1x1,2.805646789,0.033205323,1.488258049,0.018415043,0.530450966,11.49364,16.94352,0.340617
f3_bsn_32_1x1x1,22.33117172,0.07588982,42.58778506,0.338815184,1.907100334,4.823,8.52822,0.945505
f3_why_22_1x1x1,14.86587494,0.162387465,22.58958197,0.17694973,1.519559532,5.0723,8.79995,0.746771
f5_stp_259_1x1x1,2.872822068,0.054881856,1.923888977,0.030903816,0.66968609,36.8834,38.63749,0.158516
f1_wmh_13_1x1x1,9.66832617,0.18642228,13.38572961,0.170948295,1.38449297,13.59251,16.02476,0.487373
f6_sxa_15_1x1x1,5.788427942,0.034599208,4.954860392,0.064917262,0.855994139,7.01155,10.12922,0.49051
f6_wja_8_1x1x1,6.384928349,0.073352437,7.135771344,0.123402778,1.117596151,9.64138,15.75077,0.546735
f1_hea_144_1x1x1,32.40981087,0.445403762,72.95808484,0.711298538,2.251111095,3.95935,8.36039,0.925905
f1_umo_13_1x1x1,3.069439348,0.066276038,2.175737609,0.06974836,0.708838769,30.05788,32.40184,0.221779
f7_esg_278_1x1x1,16.07295883,0.082424044,25.26964489,0.229432395,1.572183762,9.00963,11.91535,0.488651
f1_pth_290_1x1x1,8.052368504,0.092155006,7.372953693,0.063278781,0.91562547,7.93715,8.57814,0.497264
f3_wmg_37_1x1x1,13.26689542,0.109741045,21.26178372,0.187791436,1.602619381,9.31237,15.22147,0.707715
f7_scu_302_1x1x1,10.21815504,0.160009796,12.85330466,0.131099286,1.257888984,13.44425,16.15914,0.361722
f6_wmb_10_1x1x1,6.750677396,0.119134191,6.963162373,0.085935965,1.031476097,12.96474,16.1553,0.415729
f6_wgz_6_1x1x1,11.51052966,0.228131557,18.26415219,0.264708459,1.586734297,7.40166,16.49893,0.624218
f1_umu_21_1x1x1,9.076540403,0.343996621,17.0559492,0.529174096,1.879124473,14.06342,16.71072,0.631062
f7_ssc_158_1x1x1,28.94707745,0.752164168,76.11135625,0.917521206,2.629327827,3.94086,7.18572,0.881621
f7_tpt_10_1x1x1,5.717631969,0.466797406,0.012926153,0.016305094,0.002260753,1.41279,3.10505,1.5935
f1_acs_37_1x1x1,19.43707132,0.196552061,34.20221394,0.527158569,1.759638238,5.67599,7.20434,0.824338
f1_bto_3_1x1x1,1.318799376,0.015829493,0.471576065,0.006110153,0.357579837,20.30449,22.66169,0.129061
f7_apo_280_1x1x1,4.686754859,0.051896945,3.565880583,0.047797325,0.760842137,12.41728,13.70369,0.325614
f1_esg_52_1x1x1,32.48188102,0.736522685,93.19282095,0.927821391,2.869070941,4.25658,6.96782,0.89414
f7_ssc_108_1x1x1,14.99545194,0.69058107,63.63929868,1.115164252,4.243906683,3.00803,4.40185,1.04776
f7_hea_279_1x1x1,3.868085722,0.035725139,2.739585527,0.02423966,0.708253571,10.65839,16.02844,0.33294
f6_snx_71_1x1x1,5.637523552,0.105297594,4.828894583,0.043271364,0.856563088,12.92119,15.46939,0.366708
f6_vcf_17_1x1x1,9.357422795,0.147414909,11.32004908,0.056813503,1.209740046,6.66474,10.30631,0.73959
f3_wkn_29_1x1x1,5.703597627,0.024065764,5.453659827,0.136121612,0.956178921,25.93325,26.07243,0.673801
f4_whc_15_1x1x1,3.860892204,0.024292262,2.972806355,0.054196717,0.769979113,25.8541,29.02816,0.254643
f6_snp_48_1x1x1,4.770490499,0.101668391,4.732645132,0.018741351,0.992066776,21.31254,23.56202,0.293169
f6_wmt_42_1x1x1,4.703657727,0.091873952,5.907937321,0.096639074,1.256030448,22.39403,22.92404,0.72008
f6_umw_43_1x1x1,4.863375659,0.09627072,4.635373364,0.058785002,0.95311851,17.57274,20.51333,0.340873
f4_wmo_22_1x1x1,5.045558759,0.042109512,4.561102423,0.13206802,0.90398361,12.72442,17.7946,0.338902
f5_rtl_252_1x1x1,2.13853248,0.027351577,1.135131919,0.024285187,0.530799476,23.28922,26.72683,0.113996
f5_pth_417_1x1x1,2.074809171,0.029229679,1.000828242,0.01280003,0.482371225,17.84593,20.00643,0.142904
f2_vmd_10_1x1x1,7.923859391,0.165811243,8.89689197,0.141309311,1.12279781,9.75527,10.94144,0.787794
f5_esg_61_1x1x1,6.191350798,0.099507358,6.346874028,0.068890252,1.025119434,12.80964,15.59771,0.312708
f7_the_130_1x1x1,4.890776573,0.134920876,5.14826675,0.09265108,1.052648117,20.40351,30.29846,0.248307
f5_anh_269_1x1x1,11.13710023,0.134043797,12.91229443,0.2478422,1.159394651,7.66176,10.41246,0.520488
f1_ptr_339_1x1x1,11.24858677,0.185809852,18.10097677,0.423824721,1.609177859,11.86802,19.54818,0.444134
f1_the_59_1x1x1,7.90328254,0.094075748,9.498418977,0.175172855,1.201832141,11.69344,17.34142,0.523679
f6_vbo_17_1x1x1,10.04164247,0.066902675,13.24882499,0.240988266,1.31938824,7.90472,9.27725,0.686226
f2_iac_287_1x1x1,14.53978269,0.201206339,21.55012777,0.320471158,1.482149233,8.41334,12.06297,0.600005
f1_hea_170_1x1x1,15.27791185,0.125678993,27.18098263,0.504902998,1.77910325,4.65542,8.57685,1.01952
f1_whm_8_1x1x1,9.374868155,0.105136804,12.95777304,0.110162217,1.382181896,14.64251,16.46979,0.557067
f5_rtl_253_1x1x1,2.862546262,0.025278182,1.718832224,0.01755613,0.600455701,16.58141,19.58591,0.182711
f4_ecf_31_1x1x1,8.853859224,0.108755675,12.46890804,0.324064538,1.408302044,9.29183,20.16412,0.447588
f6_vmf_12_1x1x1,4.220210461,0.059316642,2.995415083,0.033974445,0.709778602,11.29234,13.06453,0.59231
f5_cml_180_1x1x1,8.023642782,0.216527859,9.452069672,0.180565988,1.178027229,11.79317,15.18049,0.394126
f7_tpt_206_1x1x1,7.668523493,1.173485088,20.18546477,1.252438912,2.632249192,0.95006,5.11419,1.48787
f6_vmf_4_1x1x1,12.84179018,0.137548659,18.2996648,0.199524738,1.425008861,8.47763,11.57601,0.560115
f7_ssc_216_1x1x1,22.53512012,0.451454557,52.98042648,1.19070584,2.351015934,5.77411,9.84334,0.670254
f5_jus_35_1x1x1,5.384596088,0.081333367,5.45265007,0.088849188,1.012638642,16.34508,20.51112,0.334567
f1_fgl_189_1x1x1,13.10877262,0.284469711,23.52050394,0.518150494,1.794256764,13.2278,15.52078,0.592444
f6_vmj_13_1x1x1,3.524076268,0.024814381,2.204180394,0.033472575,0.625463306,12.35661,15.06223,0.432765
f6_acs_54_1x1x1,11.39056268,0.16055986,14.66678124,0.12486707,1.287625699,5.91754,9.25529,0.621884
f7_pth_284_1x1x1,1.780811546,0.009854616,0.770943131,0.010281744,0.432916741,19.15252,20.3431,0.132493
f2_vda_11_1x1x1,24.52454305,0.402013697,59.42333063,0.687961724,2.423014795,4.0939,6.09787,1.04783
f5_shp_13_1x1x1,17.2702968,0.114903072,29.46718861,0.380823802,1.706235217,6.92903,10.7874,0.673446
f7_tpt_88_1x1x1,38.43713259,3.11581252,6.552685283,2.721615033,0.170477995,0.91446,3.33865,2.02695
f4_sxg_70_1x1x1,10.03926116,0.051473825,13.87527931,0.274593147,1.382101639,7.16291,14.69964,0.603216
f7_pth_397_1x1x1,3.133991762,0.019511434,1.732864598,0.019089997,0.552925703,11.8271,14.11625,0.26502
f1_sit_96_1x1x1,8.229038176,0.145283719,11.08508742,0.237016226,1.347069631,9.92183,13.27023,0.468012
f4_vbn_20_1x1x1,5.417801523,0.051596893,4.801439896,0.062341084,0.886233997,11.88235,14.20266,0.409086
f4_wmf_78_1x1x1,7.294552918,0.12139817,8.291560599,0.335439807,1.136678381,7.61227,16.77878,0.58285
f4_umg_12_1x1x1,4.30153032,0.075082829,4.561988644,0.112775613,1.060550154,15.32073,17.33084,0.366576
f1_umy_26_1x1x1,6.266071894,0.105729236,6.961855893,0.257978646,1.111039901,10.71288,12.53872,0.599775
f5_pyr_166_1x1x1,7.715060339,0.147852556,7.771604018,0.09249851,1.007329,8.59021,10.7242,0.46115
f1_esg_58_1x1x1,10.92085716,0.094335767,12.87945148,0.070807129,1.179344377,8.82608,11.67478,0.432357
f1_smu_9_1x1x1,31.17777568,0.323247367,69.66490318,0.4051245,2.234441094,5.20675,8.63641,0.846131
f6_bto_6_1x1x1,1.401726812,0.012815251,0.540082915,0.006671029,0.385298269,22.62912,26.11163,0.108396
f5_pth_360_1x1x1,2.730008156,0.043204636,1.64178105,0.027320033,0.601383203,17.07253,18.42916,0.168788
f1_sxj_26_1x1x1,7.629734722,0.037753464,8.200705343,0.200767586,1.074834924,8.49197,11.47308,0.899
f3_wie_17_1x1x1,20.21213084,0.146587686,44.68763553,0.206165154,2.210931439,4.00609,7.81393,1.10711
f4_qzd_21_1x1x1,2.410259817,0.035338287,1.18069778,0.013065351,0.48986328,11.02975,13.66337,0.247223
f1_uou_22_1x1x1,19.18242812,0.335557122,55.82507786,0.627686061,2.910219578,4.86822,6.53873,1.17715
f6_vmi_1_1x1x1,6.303679122,0.06087737,6.558053394,0.123418449,1.040353303,13.9268,16.336,0.425785
f1_hea_413_1x1x1,10.87091525,0.083147017,17.28283888,0.188419528,1.589823716,9.00835,17.21683,0.418309
f1_crr_11_1x1x1,3.692728923,0.056457003,2.902334522,0.052462794,0.785959268,10.76898,17.98555,0.491215
f7_myd_328_1x1x1,4.147044017,0.054364733,3.336180402,0.050837465,0.804471905,17.49598,20.93071,0.268785
f7_anh_150_1x1x1,7.013558001,0.028956468,7.172668054,0.105929116,1.022686068,9.55825,13.22255,0.407445
